Scan:    140      F18090+0130 2010-05-03 +07 05 29.0
         OPTICAL                 Jy    
        km/s-BAR                 I
        10063.01698549008     0.01864348
        10058.20088007470     0.02145094
        10053.38492437103    0.004829707
        10048.56911837222    0.007328234
        10043.75346207122    0.008600115
        10038.93795546116   -0.002682082
        10034.12259853486   0.0006260771
        10029.30739128553   -0.003881770
        10024.49233370612   -0.009011127
        10019.67742578969    -0.01150207
        10014.86266752920    -0.01348472
        10010.04805891772   -0.007390276
        10005.23359994819   -0.008390158
        10000.41929061369    -0.01512970
        9995.605130907370    -0.01429181
        9990.791120822032   -0.008343935
        9985.977260350892   -0.008821678
        9981.163549486826   -0.008927076
        9976.349988222973   -0.007383312
        9971.536576552284   -0.008615864
        9966.723314467763   -0.006752910
        9961.910201962492   -0.003541122
        9957.097239029545   -0.005118644
        9952.284425661868   -0.003456381
        9947.471761852534   -0.003673707
        9942.659247594560   -0.007549307
        9937.846882880951   0.0008191861
        9933.034667704718   2.392059e-05
        9928.222602059006   -0.002640514
        9923.410685936760   -0.008822745
        9918.598919330989    0.005656225
        9913.787302234767   0.0004591357
        9908.975834641111   -0.001850275
        9904.164516543093   0.0009699199
        9899.353347933658   -0.001302112
        9894.542328805883   0.0004558373
        9889.731459152845   0.0006993305
        9884.920738967554  -0.0004408422
        9880.110168243025   -0.002036894
        9875.299746972261   0.0009391290
        9870.489475148410    0.001275206
        9865.679352764349   0.0005618112
        9860.869379813221   -0.002421742
        9856.059556288035   -0.003136840
        9851.249882181872    0.001275301
        9846.440357487738  -0.0006614658
        9841.630982198645  -0.0003126503
        9836.821756307603   -0.001331390
        9832.012679807760   0.0009624212
        9827.203752692119  -9.867184e-05
        9822.394974953630    0.002107702
        9817.586346585435    0.001424125
        9812.777867580540   0.0007212013
        9807.969537931962   -0.002020203
        9803.161357632773  -0.0006447046
        9798.353326675988   2.469804e-05
        9793.545445054679    0.002490416
        9788.737712761860  -0.0004647144
        9783.930129790673   -0.001482364
        9779.122696133996  -0.0008192057
        9774.315411784974  -0.0003393336
        9769.508276736613  -0.0009956331
        9764.701290981995   0.0001318073
        9759.894454514128   -0.001300381
        9755.087767326153   0.0001127916
        9750.281229410954   0.0007906487
        9745.474840761734  -0.0007532831
        9740.668601371442   0.0002067972
        9735.862511233086   0.0002649266
        9731.056570339877  -0.0001692044
        9726.250778684758    0.002232121
        9721.445136260740    0.001025835
        9716.639643060968   0.0007141241
        9711.834299078449   0.0001480575
        9707.029104306197  -0.0003865880
        9702.224058737285    0.001724167
        9697.419162364795    0.002386711
        9692.614415181733  -0.0001184674
        9687.809817181180    0.001009147
        9683.005368356207    0.003627277
        9678.201068699831    0.001728798
        9673.396918205128  -0.0005858111
        9668.592916865038    0.001429411
        9663.789064672772   0.0001033116
        9658.985361621410    0.001090556
        9654.181807703826  -0.0005966764
        9649.378402913233   -0.001165160
        9644.575147242575   -0.001983959
        9639.772040684993   -0.001319045
        9634.969083233498   -0.002607582
        9630.166274881167  -0.0003996281
        9625.363615621080   4.190882e-06
        9620.561105446242   0.0004759461
        9615.758744349669  -0.0001452405
        9610.956532324566    0.001512834
        9606.154469363881   0.0007835631
        9601.352555460689   -0.001965006
        9596.550790608069   -0.002366414
        9591.749174799093   0.0003884061
        9586.947708026844   0.0003237848
        9582.146390284264  -0.0007723414
        9577.345221564561   -0.001258697
        9572.544201860681   0.0004762026
        9567.743331165701   0.0005285540
        9562.942609472830    0.001305293
        9558.142036774945    0.001850226
        9553.341613065191  -0.0007334189
        9548.541338336643  -0.0006088623
        9543.741212582379    0.001899483
        9538.941235795344   0.0005763274
        9534.141407968751   0.0009078956
        9529.341729095668  -0.0009388900
        9524.542199169047   -0.002425747
        9519.742818182029   -0.002729544
        9514.943586127622   0.0007337155
        9510.144502998972  -7.512022e-05
        9505.345568789025    0.003172172
        9500.546783490987   0.0007662284
        9495.748147097938   -0.002075192
        9490.949659602818   0.0003405762
        9486.151320998777   7.000774e-05
        9481.353131278885  -0.0003388404
        9476.555090436157   0.0005066292
        9471.757198463669    0.002208521
        9466.959455354630   0.0008736938
        9462.161861101986  -0.0004732653
        9457.364415698812   4.895098e-05
        9452.567119138184   0.0004129607
        9447.769971413249   7.044364e-05
        9442.972972517015  -6.594388e-05
        9438.176122442494   0.0001979527
        9433.379421182894   -0.001036580
        9428.582868731226   -0.002883411
        9423.786465080568   0.0007047913
        9418.990210223932   0.0008719396
        9414.194104154525  -0.0004552943
        9409.398146865358   -0.001515097
        9404.602338349510  -0.0004451942
        9399.806678599989   -0.002612366
        9395.011167610006   -0.001193321
        9390.215805372574   8.005244e-05
        9385.420591880766   -0.002377477
        9380.625527127659   -0.001259699
        9375.830611106334    0.001873921
        9371.035843809865    0.001806731
        9366.241225231395   7.192157e-05
        9361.446755363937  -0.0006182418
        9356.652434200569    0.001119861
        9351.858261734427  -0.0005184296
        9347.064237958530   -0.002734147
        9342.270362865951  -0.0008985890
        9337.476636449901   -0.001381102
        9332.683058703324   0.0002271635
        9327.889629619362    0.001852557
        9323.096349191093   0.0009389898
        9318.303217411663   -0.001319837
        9313.510234274014   -0.001553223
        9308.717399771285    0.002889762
        9303.924713896695    0.003326373
        9299.132176643181    0.002316608
        9294.339788003890    0.001973530
        9289.547547971897   -0.001209215
        9284.755456540279  -0.0006268619
        9279.963513702114   1.393662e-05
        9275.171719450480   0.0005289903
        9270.380073778519    0.001882532
        9265.588576679307   0.0006226164
        9260.797228145990  -0.0001430030
        9256.006028171510    0.002202361
        9251.214976749081  -0.0008519305
        9246.424073871774   0.0004566673
        9241.633319532604   0.0001709054
        9236.842713724713  -0.0004284326
        9232.052256441242  -3.772966e-06
        9227.261947675273  -0.0009032011
        9222.471787419812   0.0005985165
        9217.681775668074   -0.001879295
        9212.891912412997   0.0002126269
        9208.102197647797   -0.001635212
        9203.312631365612   -0.002306840
        9198.523213559391   -0.002527882
        9193.733944222340  -0.0004931347
        9188.944823347538    0.001777977
        9184.155850928060   -0.002754006
        9179.367026956921   -0.002322883
        9174.578351427393   -0.001522571
        9169.789824332422  -0.0006933170
        9165.001445665217   -0.001329444
        9160.213215418858    0.002580957
        9155.425133586352   -0.001826662
        9150.637200160911   -0.001131591
        9145.849415135544   -0.001108080
        9141.061778503463   0.0008442663
        9136.274290257610    0.001455116
