Scan:    150      F20221-2458 2010-05-02 +09 16 47.0
         OPTICAL                 Jy    
        km/s-BAR                 I
        4542.576415888865    0.007075286
        4537.930516124810    -0.02707896
        4533.284758204818    -0.03407629
        4528.639142122362    -0.03382184
        4523.993667871055    -0.03572492
        4519.348335444170    -0.03594312
        4514.703144835386    -0.03550174
        4510.058096038179    -0.03461682
        4505.413189046023    -0.03388730
        4500.768423852465    -0.04167474
        4496.123800450978    -0.05872238
        4491.479318835040    -0.02513209
        4486.834978998260   -0.009563243
        4482.190780934050    -0.01351363
        4477.546724635949    -0.02151558
        4472.902810097503    -0.01921442
        4468.259037312187    -0.02326472
        4463.615406273478    -0.01929939
        4458.971916974918    -0.01114026
        4454.328569410051    -0.01160356
        4449.685363572355    -0.01232072
        4445.042299455369    -0.01319272
        4440.399377052506   -0.009973539
        4435.756596357441   -0.003204757
        4431.113957363517   -0.003962996
        4426.471460064343   -0.006355254
        4421.829104453465   -0.001576419
        4417.186890524290    0.001821991
        4412.544818270427  -0.0001182289
        4407.902887685354   -0.002908738
        4403.261098762548   -0.009216638
        4398.619451495550    0.004276761
        4393.977945877972    0.002367892
        4389.336581903155   0.0004988723
        4384.695359564776    0.001492841
        4380.054278856245    0.002973118
        4375.413339771104  -0.0009946458
        4370.772542302897   -0.004216011
        4366.131886445168   -0.004554101
        4361.491372191324   -0.001892042
        4356.850999534976    0.002606624
        4352.210768469601    0.004352116
        4347.570678988742   0.0001048902
        4342.930731086008   -0.001339205
        4338.290924754740   -0.004970888
        4333.651259988552   0.0009354064
        4329.011736780984    0.001641414
        4324.372355125448   -0.001499676
        4319.733115015618    0.001469368
        4315.094016445036   -0.001876408
        4310.455059407049  -0.0003764705
        4305.816243895263   -0.002377222
        4301.177569903158    0.004125949
        4296.539037424406  -0.0001262400
        4291.900646452353    0.004589627
        4287.262396980674   0.0002558114
        4282.624289002780   -0.002381030
        4277.986322512279  -0.0008269554
        4273.348497502582   -0.004974714
        4268.710813967365   0.0004228874
        4264.073271900103    0.002834411
        4259.435871294208    0.001323367
        4254.798612143355   -0.001041987
        4250.161494441020  -3.090455e-06
        4245.524518180680    0.003272047
        4240.887683355945  -0.0009455672
        4236.250989960356   -0.001814466
        4231.614437987326   -0.003636485
        4226.978027430462   -0.001569239
        4222.341758283308    0.006004555
        4217.705630539406   -0.001578063
        4213.069644192233  -0.0006142695
        4208.433799235333   -0.001450271
        4203.798095662248   -0.003206252
        4199.162533466520  -0.0008528788
        4194.527112641693    0.001228273
        4189.891833181245    0.003273785
        4185.256695078782   -0.002690978
        4180.621698327784  -0.0002794755
        4175.986842921790    0.003274989
        4171.352128854348    0.002113299
        4166.717556118997   -0.001697780
        4162.083124709215    0.001699371
        4157.448834618677    0.001192961
        4152.814685840794    0.002884880
        4148.180678369109   -0.001162722
        4143.546812197231   -0.001976023
        4138.913087318636   -0.001424885
        4134.279503726868   0.0008533348
        4129.646061415536   0.0009023119
        4125.012760378049    0.002023399
        4120.379600608018   -0.001322699
        4115.746582099053    0.002364420
        4111.113704844562    0.002433952
        4106.480968838221   0.0004601062
        4101.848374073375    0.002426554
        4097.215920543767    0.001539169
        4092.583608242870   -0.001316214
        4087.951437164164   -0.001084262
        4083.319407301257    0.003884166
        4078.687518647692    0.003476458
        4074.055771196945    0.005943962
        4069.424164942694    0.001101438
        4064.792699878280  -0.0005589136
        4060.161375997447   9.533765e-05
        4055.530193293671  -0.0008377297
        4050.899151760428    0.002069251
        4046.268251391328  -0.0004610344
        4041.637492179915   1.696265e-06
        4037.006874119730   -0.002497007
        4032.376397204317    0.001143548
        4027.746061427219   0.0005517961
        4023.115866781978   -0.001756953
        4018.485813262139   -0.001455250
        4013.855900861310   -0.003777437
        4009.226129572968    0.001564070
        4004.596499390655    0.004074915
        3999.967010307981    0.003978277
        3995.337662318424    0.002543910
        3990.708455415591    0.001227210
        3986.079389593026  -0.0009043789
        3981.450464844206    0.001565947
        3976.821681162874    0.001041571
        3972.193038542372    0.002849262
        3967.564536976310   0.0005020640
        3962.936176458297   0.0007810011
        3958.307956981811  -0.0003121935
        3953.679878540460   -0.001159857
        3949.051941127854   -0.002566419
        3944.424144737403   0.0005162680
        3939.796489362717    0.001235005
        3935.168974997404   0.0008418135
        3930.541601634942   3.826362e-05
        3925.914369269007   0.0003390602
        3921.287277893008    0.001097919
        3916.660327500555   0.0003157424
        3912.033518085257    0.003660046
        3907.406849640591  -0.0003492713
        3902.780322160233  -0.0007630189
        3898.153935637592   -0.003225819
        3893.527690066346   -0.001827542
        3888.901585439970  -0.0006311292
