Scan:     30      F10015-0614 2010-05-02 +23 20 36.0
         OPTICAL                 Jy    
        km/s-BAR                 I
        6421.542121654288    -0.09733035
        6416.837815778073    -0.07035192
        6412.133654442362    -0.06231757
        6407.429637640364    -0.04876003
        6402.725765365489    -0.05741068
        6398.022037611079    -0.05776203
        6393.318454370547    -0.05458716
        6388.615015637099    -0.06052834
        6383.911721404082    -0.05657469
        6379.208571664969    -0.05241364
        6374.505566413040    -0.03526038
        6369.802705641502    -0.03732167
        6365.099989343901    -0.03008514
        6360.397417513445    -0.02595752
        6355.694990143545    -0.02856119
        6350.992707227544    -0.02579590
        6346.290568758719    -0.02569925
        6341.588574730478    -0.02274332
        6336.886725136166    -0.01921960
        6332.185019969126    -0.01773336
        6327.483459222635    -0.01432027
        6322.782042890102   -0.008951631
        6318.080770964872    -0.01100804
        6313.379643440285   -0.006683615
        6308.678660309687   -0.006631376
        6303.977821566421   -0.007703431
        6299.277127203830   -0.007767337
        6294.576577215256   -0.006215308
        6289.876171594110   -0.005722445
        6285.175910333670   -0.005346185
        6280.475793427277   -0.003037671
        6275.775820868341   -0.003889782
        6271.075992650207   -0.004444530
        6266.376308766217   -0.003865486
        6261.676769209647   -0.001241650
        6256.977373973909   -0.002833416
        6252.278123052346   -0.003894033
        6247.579016438365   -0.002512272
        6242.880054125312   -0.001282421
        6238.181236106396  -0.0004800513
        6233.482562375161    0.001605184
        6228.784032924882  -0.0001613824
        6224.085647748837   0.0002008807
        6219.387406840502  -0.0008447309
        6214.689310193154    0.001251708
        6209.991357800203    0.002371414
        6205.293549654992    0.001123553
        6200.595885750797  -0.0008961510
        6195.898366081095    0.002656395
        6191.200990639230  -0.0002430508
        6186.503759418477   -0.002088909
        6181.806672412247   -0.001078924
        6177.109729613883   -0.002101018
        6172.412931016729   -0.002724822
        6167.716276614195  -0.0005234444
        6163.019766399622    0.001722150
        6158.323400366356   -0.003132826
        6153.627178507738  -0.0004220420
        6148.931100817178    0.001164698
        6144.235167288021   0.0005751851
        6139.539377913610   7.133732e-05
        6134.843732687287   -0.001550224
        6130.148231602463    0.001570504
        6125.452874652481    0.001210671
        6120.757661830749    0.002763203
        6116.062593130548    0.001001705
        6111.367668545283   -0.002123284
        6106.672888068299   -0.003002872
        6101.978251693075   -0.003257310
        6097.283759412818  -0.0004035709
        6092.589411220938   0.0003505975
        6087.895207110846   -0.001254955
        6083.201147075885    0.001040107
        6078.507231109398    0.001674770
        6073.813459204795  -0.0003986419
        6069.119831355420   -0.001999587
        6064.426347554682   -0.001263856
        6059.733007795858   -0.003008861
        6055.039812072423    0.002045122
        6050.346760377655   0.0007488885
        6045.653852705032   0.0002305862
        6040.961089047762    0.001249761
        6036.268469399387  -0.0009072478
        6031.575993753119  -0.0004363937
        6026.883662102568   -0.002200551
        6022.191474440810   -0.003414147
        6017.499430761388   0.0003368864
        6012.807531057645   0.0004581453
        6008.115775323057    0.002916298
