#Cleaned up table to remove duplicates
#On-Source integration time needs to be validated (may have changed between early measurements and 2021 measurements)
#Used last saved measurement in v2 from DATAv2  -- measurements matched ascii spectrum (last saved)
#need to check /data/scratch/dfrayer/GOALS/AGBT10B14/FINAL/Summary_LOG_reduction to verify consistency
#See APJ area for production of this file
#
#Table (c,a names used in program reading and computing 
#(c0) src name
#(a1) Dlum Mpc
#(a2) log10(Lir)
#(a3) Observed F-name
#(c1) Fit mode (0 nondect, 1 gmeasure, 2 gaussian, 3 gaussian ABS, 4 non-gauss ABS, 5 Emission+Abs lower limit)
#(c2) Observed Optical Velocity
#(c3) On-Source Integration time in min (effective with Dual Polarization)
#(c4) Line Jy km/s from stats
#(c5) Peak in mJy
#(c6) ch1
#(c7) ch2
#(c8) Continuum Level Jy
#(c9) RMS in mJy for 7 raw channels (21.36kHz)
#(c10) Line Jy km/s for 50%
#(c11) error on Line
#(c12) Line width 50%
#(c13) error on line width
#(c14) center velocity
#(c15) error on center velocity
#(c16) Line Jy km/s for 20%
#(c17) error on Line
#(c18) Line width 20%
#(c19) error on line width
#(c20) center velocity
#(c21) error on center velocity
#
F15276+1309 67.1 11.14	 F15276+1309 1  4002.0   22.93  5.20  32.33 261 321  0.195  1.97  5.18 0.14  193.1   4.3  4011.4   2.1  5.17 0.14  220.6   4.5  4011.5   2.2
F15327+2340 87.9 12.28	 F15327+2340 4  5432.0   45.86 -21.47  1.09 205 381  0.339  1.69 21.22 0.16  324.6  11.7  5462.7   5.8 21.20 0.19  558.9  12.2  5431.5   6.1
F15437+0234 64.4 11.13	 F15437+0234 2  3837.0   45.85  4.32  31.34 250 342  0.101  1.42  2.98 0.11  100.2   3.0  3883.7   3.5  4.33 0.11  279.4  24.2  3854.9  12.1
F16030+2040 77.6 11.09	 F16030+2040 1  4737.0   22.93 10.20  32.04 235 343  0.229  2.06 10.15 0.20  358.7  13.9  4749.7   7.0 10.17 0.21  446.2  14.5  4752.6   7.3
F16104+5235 137.0 11.58	 F16104+5235 1  8784.0   45.56  6.69  32.19 228 324  0.074  1.39  5.66 0.11  223.7  11.0  8859.5   5.5  6.48 0.13  383.5   8.4  8904.6   4.2
F16164-0746 128.0 11.62	 F16164-0746 0  8139.0   44.10  0.00   0.00   0   0  0.000  1.64  0.00 0.00    0.0   0.0     0.0   0.0  0.00 0.00    0.0   0.0     0.0   0.0
F16284+0411 116.0 11.45	 F16284+0411 1  7342.0   39.96  2.40  15.79 237 321 -0.020  1.69  2.37 0.12  190.7  30.5  7397.3  15.3  2.33 0.13  272.4  28.5  7405.1  14.2
F16399-0937 128.0 11.63	 F16399-0937 1  8097.0   33.28  2.84  17.00 235 338 -0.080  2.01  2.60 0.13  151.4  78.9  8107.8  39.5  2.65 0.19  370.6  79.0  8046.3  39.5
F16443-2915 100.0 11.37	 F16443-2915 1  6260.0   22.93  5.64  38.44 242 313 -0.044  2.62  4.60 0.16  140.2   7.6  6285.6   3.8  5.61 0.21  279.7   5.6  6337.8   2.8
F16504+0228 116.0 11.93	 F16504+0228 3  7339.0   29.45 -7.51   3.70 174 368  0.851  2.27  6.42 0.21  266.5   6.9  7294.4  14.0  7.54 0.24  491.2  50.9  7309.5  25.4
F16516-0948 107.0 11.31	 F16516-0948 1  6754.0   44.10  8.83  34.20 213 325  0.024  1.54  8.74 0.14  310.8  15.3  6833.7   7.7  8.82 0.15  423.4  14.3  6856.0   7.1
F16577+5900 85.7 11.37	 F16577+5900 5  5498.0   45.88  4.78  14.26 190 372  0.158  1.52  4.52 0.21  717.6  13.0  5496.5   6.5  4.75 0.22  917.7 149.7  5591.6  74.9
F17132+5313 232.0 11.96	 F17132+5313 1 15268.0   80.92  2.35   8.71 237 344  0.098  1.01  2.35 0.11  416.1  58.7 15309.7  29.3  2.34 0.12  549.0  58.7 15275.7  29.3
F17138-1017 84.0 11.49	 F17138-1017 2  5195.0   22.93  4.08  27.50 260 345 -0.048  2.13  3.81 0.15  151.6   4.7  5166.9   6.7  3.95 0.15  237.4  17.9  5158.3   8.9
F17207-0014 198.0 12.46	 F17207-0014 4 12834.0   65.12 -5.86   1.36 216 385  0.112  1.32  5.86 0.17  614.1  38.5 12809.7  19.2  5.86 0.17  732.8  38.5 12810.5  19.2
F17530+3447 77.5 11.11	 F17530+3447 1  4881.0   45.86  3.41  13.41 241 344  0.028  1.42  3.41 0.14  382.1  10.4  4867.5   5.2  3.38 0.14  415.8  10.4  4867.3   5.2
F17548+2401 93.4 11.20	 F17548+2401 1  5942.0   45.54  0.70   8.66 270 322  0.164  1.60  0.72 0.08  105.8  39.7  5949.7  19.8  0.71 0.10  163.7  39.7  5926.4  19.8
17578-0400 68.5 11.48	 F17578-0400 1  4209.0   22.93 14.73  48.32 238 395  0.206  2.34 12.60 0.20  293.9  18.5  4256.9   9.3 14.70 0.28  645.2  37.2  4113.8  18.6
18090+0130 134.0 11.65	 F18090+0130 2  8661.0   66.08  3.22  13.49 230 345  0.066  1.48  3.32 0.16  310.4  12.0  8660.2  29.0  3.21 0.16  495.0  63.9  8681.8  32.0
F18131+6820 94.3 11.29	 F18131+6820 1  6191.0   45.88  6.17  17.75 224 371 -0.098  1.58  6.18 0.17  419.0  52.4  6239.4  26.2  6.17 0.18  560.7  28.3  6209.8  14.2
F18145+2205 88.1 11.18	 F18145+2205 2  5597.0   45.86  2.56  13.43 259 370 -0.152  1.53  2.54 0.16  219.1  11.0  5567.4  16.2  2.51 0.13  311.3  32.1  5543.7  16.0
F18293-3413 86.0 11.88	 F18293-3413 1  5447.0   22.93  6.40  37.32 235 322  0.521  3.03  6.23 0.21  185.8  21.3  5472.5  10.6  6.19 0.24  275.8  20.8  5492.8  10.4
F18329+5950 129.5 11.65	 F18329+5950 1  8649.0   45.41  8.23  27.04 243 368  0.124  1.59  8.21 0.17  432.2  21.0  8585.4  10.5  8.22 0.18  538.4  12.5  8597.3   6.3
F18425+6036 62.4 11.12	 F18425+6036 2  3963.0   68.82  5.82  44.44 239 336  0.087  1.18  4.94 0.12  110.9   2.1  3956.8   2.6  5.73 0.08  218.0   9.2  3979.8   4.6
F19115-2124 222.0 11.93	 F19115-2124 2 14606.0   91.73  0.73   5.82 240 341 -0.198  1.15  0.73 0.15  296.5  51.6 14530.1 167.6  0.74 0.10  311.2 323.4 14730.2 161.7
F19120+7320 113.0 11.49	 F19120+7320 2  7498.0   22.94  5.67  32.10 247 333  0.055  1.88  5.58 0.18  184.4   4.6  7507.5  10.6  5.67 0.15  282.9  14.0  7511.6   7.0
F19297-0406 395.0 12.45	 F19297-0406 0 25701.0   91.71  0.00   0.00   0   0  0.280  1.64  0.00 0.00    0.0   0.0     0.0   0.0  0.00 0.00    0.0   0.0     0.0   0.0
19542+1110 295.0 12.12	 F19542+1110 0 19472.0   68.80  0.00   0.00   0   0  0.140  1.23  0.00 0.00    0.0   0.0     0.0   0.0  0.00 0.00    0.0   0.0     0.0   0.0
F20221-2458 50.1 11.11	 F20221-2458 1  3190.0   22.93 47.09 176.65 249 352  0.107  2.30 46.99 0.20  307.6   2.4  3170.1   1.2 46.91 0.21  373.4   2.4  3156.6   1.2
20264+2533 64.2 11.11	 F20264+2533 1  4167.0   22.93  4.24  32.74 227 322 -0.025  2.48  3.96 0.18  205.4  15.8  4292.2   7.9  4.18 0.20  300.6  65.2  4267.7  32.6
F20304-0211 89.1 11.32	 F20304-0211 1  5879.0   22.93 17.46  58.57 196 336  0.145  2.13 17.43 0.24  473.0  13.6  6016.4   6.8 17.45 0.24  585.6  13.6  6000.5   6.8
20351+2521 151.0 11.61	 F20351+2521 1 10100.0   45.86  2.68  13.52 224 316  0.110  1.54  2.68 0.13  255.1  46.8 10168.1  23.4  2.68 0.14  364.7  29.9 10200.1  15.0
F20550+1655 161.0 11.94	 F20550+1655 1 10820.0   38.22  2.78  15.31 254 333  0.074  1.60  2.76 0.12  210.7  32.4 10822.3  16.2  2.78 0.14  327.9  28.9 10826.6  14.4
21101+5810 174.0 11.81	 F21101+5810 0 11704.0   91.76  0.00   0.00   0   0 -0.026  1.18  0.00 0.00    0.0   0.0     0.0   0.0  0.00 0.00    0.0   0.0     0.0   0.0
F21453-3511 72.7 11.42	 F21453-3511 5  4842.0   45.86  0.35  12.85 219 324  0.279  1.86  1.60 0.17  310.3  61.0  4943.3  30.5  1.63 0.18  441.3  66.3  4941.0  33.2
F22118-2742 77.3 11.08	 F22118-2742 1  5216.0   22.93  8.66  37.21 234 330  0.037  2.42  8.64 0.23  355.1  12.2  5281.4   6.1  8.64 0.23  416.7  12.2  5262.9   6.1
F22287-1917 110.0 11.34	 F22287-1917 1  7507.0   42.99  3.62  14.99 214 335  0.056  1.54  3.61 0.15  360.3 100.2  7538.8  50.1  3.60 0.16  498.8  43.3  7596.0  21.6
F22389+3359 93.5 11.35	 F22389+3359 2  6413.0   45.87  2.23  12.80 240 333  0.032  1.53  2.04 0.12  183.7   8.8  6433.2  15.6  2.20 0.14  368.8  80.9  6492.2  40.5
F22491-1808 351.0 12.20	 F22491-1808 0 23312.0   91.72  0.00   0.00   0   0  0.010  1.25  0.00 0.00    0.0   0.0     0.0   0.0  0.00 0.00    0.0   0.0     0.0   0.0
F23007+0836 70.8 11.65	 F23007+0836 5  4890.0   57.33  2.45  16.44 237 349  0.235  1.39  2.45 0.11  253.4  53.5  4908.0  26.7  2.43 0.13  406.4  53.5  4859.5  26.7
F23024+1916 109.0 11.38	 F23024+1916 1  7522.0   53.02  1.68  10.54 256 352  0.089  1.47  1.65 0.09  145.3  62.1  7502.3  31.1  1.66 0.12  306.7  62.1  7491.0  31.1
F23135+2517 119.0 11.60	 F23135+2517 1  8220.0   67.36  2.78  14.22 256 339  0.030  1.16  2.77 0.10  298.1  12.5  8200.4   6.2  2.77 0.10  350.1  12.5  8198.7   6.2
F23157-0441 106.0 11.40	 F23157-0441 1  7327.0   68.79  1.70  20.66 282 344  0.096  1.26  1.69 0.04   42.5  21.6  7251.5  10.8  1.70 0.09  209.4   8.6  7198.1   4.3
F23157+0618 71.4 11.12	 F23157+0618 1  4956.0   22.93 20.37  92.65 240 349  0.107  1.85 20.38 0.18  369.8   2.4  4966.5   1.2 20.34 0.18  413.6   2.4  4958.7   1.2
F23254+0830 125.0 11.56	 F23254+0830 1  8670.0   61.15  4.63  23.12 186 304  0.232  1.24  4.61 0.06   82.0  59.7  8678.9  29.9  4.60 0.12  422.4  59.7  8822.7  29.9
23262+0314 73.8 11.11	 F23262+0314 1  5135.0   22.93  9.82  52.71 253 330  0.111  2.00  9.78 0.16  236.0   6.9  5129.8   3.4  9.78 0.16  292.2   6.9  5145.2   3.4
F23365+3604 287.0 12.20	 F23365+3604 3 19331.0  136.18 -0.47   0.45 271 343  0.096  0.91  0.44 0.07  193.0  23.4 19294.0 119.2  0.44 0.08  343.7 192.0 19346.5  96.0
F23394-0353 100.0 11.27	 F23394-0353 1  6964.0   22.93 10.95  52.12 242 391  0.017  1.90  9.81 0.16  254.4  23.2  6888.5  11.6 10.83 0.18  400.0  23.2  6932.1  11.6
23436+5257 149.0 11.57	 F23436+5257 1 10232.0   82.20  1.15   9.70 249 332  0.025  1.07  1.15 0.07  161.7  29.8 10238.9  14.9  1.15 0.08  241.6  35.2 10248.4  17.6
F23444+2911 73.6 11.07	 F23444+2911 1  4845.0   22.94 26.90  89.20 174 316  0.100  2.93 26.84 0.29  378.9   4.9  5158.7   2.4 26.80 0.29  431.1   4.9  5144.0   2.4
F23488+1949 61.2 11.40	 F23488+1949 1  4275.0   18.47 18.82  49.27 202 366  0.188  2.23 18.77 0.25  472.7  19.7  4278.8   9.8 18.77 0.26  617.4  19.7  4299.3   9.8
F23488+2018 79.3 11.50	 F23488+2018 1  5540.0   22.93 14.13  52.73 271 365  0.096  1.81 14.09 0.17  343.5   3.4  5408.8   1.7 14.11 0.17  377.6   3.4  5416.1   1.7
