F00073+2538    3249.6091308593750000      -0.0194750074297190    5809.5493164062500000       0.0330249927937984
F00085-1223    4653.3344726562500000      -0.0137000065296888    7157.1171875000000000       0.0219999887049198
F00163-1039    6935.8178710937500000      -0.0199270918965340    9372.9306640625000000       0.0454427078366280
F00344-3349    4893.8364257812500000      -0.0141875008121133    7429.7431640625000000       0.0142500000074506
F00073+2538    3330.5559082031250000      -0.0158000048249960    5755.5849609375000000       0.0282999966293573
F00085-1223    4649.9326171875000000      -0.0179000012576580    7129.9023437500000000       0.0293499939143658
F00073+2538    3385.6166992187500000      -0.0122081264853477    5734.6118164062500000       0.0392703078687191
F00085-1223    4677.1474609375000000      -0.0137000065296888    7102.6870117187500000       0.0377499982714653
F00163-1039    6946.5434570312500000      -0.0160543061792850    9380.8984375000000000       0.0468417704105377
F00344-3349    4927.9213867187500000      -0.0102500021457672    7422.9262695312500000       0.0155624989420176
F00402-2349    5578.0356445312500000      -0.0081902667880058    7803.1757812500000000       0.0154075250029564
F00506+7248    3545.0166015625000000      -0.0164500009268522    5867.7275390625000000       0.0377999991178513
F01053-1746    4739.5668945312500000      -0.0159375201910734    7231.9799804687500000       0.0507812425494194
F01076-1707    8813.7304687500000000      -0.0116146439686418   11259.9248046875000000       0.0164582952857018
F01173+1405    8113.2553710937500000      -0.0125677250325680   10612.9257812500000000       0.0203450378030539
F01364-1042   13226.8798828125000000      -0.0049625425599515   15731.8203125000000000       0.0078999660909176
F01417+1651    6888.6513671875000000      -0.0083000017330050    9444.8964843750000000       0.0221499986946583
F01484+2220    8861.4638671875000000      -0.0097604105249047   10901.0410156250000000       0.0382187440991402
F01519+3640    4451.1005859375000000      -0.0100837992504239    6798.0717773437500000       0.0295828171074390
F02070+3857    4191.0053710937500000      -0.0230000130832195    6567.9584960937500000       0.0452500022947788
F02071-1023    2649.5461425781250000      -0.0233750026673079    5046.4223632812500000       0.1393749862909317
F00344-3349    4992.2807617187500000      -0.0089208343997598    7397.6669921875000000       0.0146458288654685
F02114+0456    7831.0639648437500000      -0.0218336191028357   10282.6699218750000000       0.0455413796007633
F02152+1418    2708.6921386718750000      -0.0375000014901161    5180.4458007812500000       0.1480000019073486
F02208+4744    3485.9541015625000000      -0.0123359411954880    5885.3813476562500000       0.0295820217579603
F02281-0309    4496.4096679687500000      -0.0228125024586916    6902.8339843750000000       0.1051562353968620
F02345+2053    2951.6940917968750000      -0.0195000171661377    5306.1025390625000000       0.1029999852180481
F02435+1253    5310.7465820312500000      -0.0120000028982759    7805.2958984375000000       0.0811874940991402
F02437+2122    5740.1289062500000000      -0.0050562503747642    8221.0722656250000000       0.0153093729168177
F02512+1446    8086.3974609375000000      -0.0265625026077032   10609.2841796875000000       0.0259374976158142
F03117+4151    5707.4399414062500000      -0.0085625052452087    8226.3544921875000000       0.0211874954402447
F03217+4022    5841.5214843750000000      -0.0069583375006914    8253.3916015625000000       0.0117083247750998
F03359+1523    9356.1572265625000000      -0.0097625004127622   11860.9843750000000000       0.0099249985069036
F03514+1546    5451.7416992187500000      -0.0143515793606639    7873.2338867187500000       0.0392968468368053
F03582+6012    7728.7895507812500000      -0.0099213635548949   10247.2890625000000000       0.0214364491403103
F04097+0525    3963.1967773437500000      -0.0149093801155686    6448.2138671875000000       0.0569171756505966
F04118-3207    2376.7238769531250000      -0.0126541927456856    4757.6152343750000000       0.0200707968324423
F04191-1855    8398.2558593750000000      -0.0116019239649177   10909.9208984375000000       0.0405334271490574
F04271+3849    4411.7280273437500000      -0.0137503659352660    6825.5917968750000000       0.0234371703118086
F04315-0840    3572.4763183593750000      -0.0114136356860399    5969.9897460937500000       0.0274072419852018
F04326+1904    6084.0073242187500000      -0.0118750054389238    8657.8935546875000000       0.0524374917149544
F04502-3304    4407.5507812500000000      -0.0096250008791685    6866.4272460937500000       0.0201249904930592
F04502-3304    4404.1547851562500000      -0.0105000101029873    6873.2197265625000000       0.0183749925345182
F05054+1718    4279.4252929687500000      -0.0152084343135357    6637.2153320312500000       0.0132290348410606
F05081+7936   14799.1738281250000000      -0.0050988299772143   17398.0546875000000000       0.0066165993921459
F05083+2441    5702.8784179687500000      -0.0114500019699335    8155.4277343750000000       0.0352749973535538
F05129+5128    6933.4609375000000000      -0.0077375052496791    9462.2636718750000000       0.0222749933600426
F05187-1017    7221.8999023437500000      -0.0073787523433566    9720.5537109375000000       0.0083099938929081
F00073+2538    3306.9465332031250000      -0.0091250007972121    5765.7031250000000000       0.0411874949932098
F00073+2538    3317.0649414062500000      -0.0095625054091215    5769.0756835937500000       0.0407499969005585
F00073+2538    3303.5737304687500000      -0.0078125018626451    5765.7031250000000000       0.0403124988079071
F05189-2524   11459.8623046875000000      -0.0076250019483268   14063.4736328125000000       0.0072499965317547
F05223+1908    7589.6752929687500000      -0.0082570519298315   10061.7148437500000000       0.0182420946657658
F05365+6921    2658.9006347656250000      -0.0208750069141388    5131.1723632812500000       0.2022499889135361
F05368+4940    4546.7978515625000000      -0.0135208861902356    6965.1401367187500000       0.0523228831589222
F05414+5840    3217.7045898437500000      -0.0094729224219918    5637.8222656250000000       0.0291072838008404
F05442+1732    4249.8632812500000000      -0.0149000026285648    6844.2368164062500000       0.0622749924659729
